text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,statusSource,screenName,retweetCount,isRetweet,retweeted
"RT @1Patelzuber: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat ! #Demonetization 
https://t.co/Uc6jrbvUNE 
https:…",False,0,,11/23/2016 9:56,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zuber2712,24,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:55,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chandra88266,88,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:55,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bigsanturi,270,True,False
"RT @peter_vas: Per C-Voter on #Demonetization, approximately:

80% not inconvenienced
25% good idea, poor implementation
5% bad idea, poor…",False,0,,11/23/2016 9:55,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Virupaksha_hs,6,True,False
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,False,0,,11/23/2016 9:54,False,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",mahesharma39,71,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:54,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DtNaMeH,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:54,False,,"<a href=""http://www.grabinbox.com"" rel=""nofollow"">GrabInbox</a>",Pratima944,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:54,False,,"<a href=""http://www.grabinbox.com"" rel=""nofollow"">GrabInbox</a>",Pratibha364,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:54,False,,"<a href=""http://www.grabinbox.com"" rel=""nofollow"">GrabInbox</a>",Babita976,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",aaditya793,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",abdulali03,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ashok50_ashok,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",aaditya810,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yelloji1,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",rathod_tr5,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet_PNB,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",aadhiseshu2,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",riju_1448,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",venkat572,88,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:53,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A_P_75,112,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:53,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",shivBuddh,88,True,False
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,False,0,,11/23/2016 9:52,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SinghtheIndian,88,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:52,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bobbydeeol,112,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:52,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",atlantesindia,112,True,False
RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland. #IndiaKaDil. Helping rural people in #Demonetization…,False,0,,11/23/2016 9:52,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prameshjain12,18,True,False
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,False,0,,11/23/2016 9:51,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tankkumaama,637,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:51,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDnaldTrummp,112,True,False
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",False,0,,11/23/2016 9:51,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ManviRdy,33,True,False
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",False,0,,11/23/2016 9:51,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",venkat29798313,33,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:50,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nitincs10Rana,270,True,False
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,False,0,,11/23/2016 9:50,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Vote_4_Sickular,637,True,False
"Another wastage of money &amp; time
 just an excuse ...first dont execute later think of survey..timepass govn #BJP… https://t.co/wEbdpJ4ZVT",False,3,,11/23/2016 9:50,True,,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",iamsmithaa,2,False,False
"Days before #Demonetization announcement, ncbn sold his Heritage shares,clearly evident that he had prior knowledg… …",False,2,,11/23/2016 9:49,False,,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",YSRCPFriends,1,False,False
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",False,0,,11/23/2016 9:48,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",govindnaga,33,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:48,False,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",kirankrmadan,270,True,False
"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",False,0,,11/23/2016 9:47,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anpadh_indian,44,True,False
The visionary political leader #ChandrababuNaidu leading support eco-system for an efficient running of… https://t.co/jp9TFpYglf,False,2,,11/23/2016 9:47,True,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",saaxenanurag,2,False,False
"RT @TheDarjChron: #Demonetization Reaction #NorthEast: Youth from #Sonada ""@PMOIndia's initiative has restored people's faith in the govern…",False,0,,11/23/2016 9:47,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chacha_ninja,27,True,False
"RT @thebetterindia: Tackling #Demonetization: 9 New Steps to Help Citizens Fight the Cash Crunch
https://t.co/ExvHcctRGp https://t.co/73EtE…",False,0,,11/23/2016 9:47,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sreemurthy59,7,True,False
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Man from #Kurseong ""we are fully supportive of the initiative taken by @narendramodi…",False,0,,11/23/2016 9:47,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chacha_ninja,62,True,False
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Tourist in #Darjeeling ""government could have introduced smaller currencies, a lot o…",False,0,,11/23/2016 9:47,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chacha_ninja,36,True,False
"RT @TheDarjChron: #Demonetization #NorthEast : ""they are senior citizens, they are not literate, but they support this initiative I came to…",False,0,,11/23/2016 9:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chacha_ninja,70,True,False
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Youth ""@PMOIndia took excellent step 2end terrorism, naxalism, curb black money we s…",False,0,,11/23/2016 9:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chacha_ninja,71,True,False
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Senior citizen #Darjeeling ""though we are facing some inconvenience, it is necessary…",False,0,,11/23/2016 9:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chacha_ninja,157,True,False
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,False,0,,11/23/2016 9:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",amit_ntcc,637,True,False
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Darjeeling @HDFC_Bank Manager ""we helped as many tourists as possible, for the sake…",False,0,,11/23/2016 9:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chacha_ninja,144,True,False
#demonetization what would be effect on intelligence gathering? Is National security not compromised?,False,0,,11/23/2016 9:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rajeshnambiar3,0,False,False
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Kalimpong a driver by profession says ""even though we face difficulties, we support…",False,0,,11/23/2016 9:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chacha_ninja,104,True,False
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,False,0,,11/23/2016 9:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ManasMallik2025,331,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:46,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheRohanKale,270,True,False
"RT @bsindia: Where gory warnings fail, cash crunch prevails: Cigarette sales down 40% after #Demonetization https://t.co/xr6OVBYzrD @shamee…",False,0,,11/23/2016 9:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anshulg1611,4,True,False
"Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledg… https://t.co/HmvmNZMqaY",False,58,,11/23/2016 9:45,True,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",YSRCParty,33,False,False
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,False,0,,11/23/2016 9:45,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",krazypri,32,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:45,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jaya_jagadeesan,270,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:44,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jyotsnadevi33,112,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:44,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Srianuragh,270,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:44,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DILIPDPUROHIT,270,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:43,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",janakigopi,270,True,False
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,False,0,,11/23/2016 9:43,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Neera_26,637,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:43,False,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FastNewsDelhi,112,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:42,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Srianuragh,112,True,False
"Thnks 2 #demonetization ,else v would ve nevr knwn the lve Didi, RAGA nd others hd in dere heart, Aprt 4rm Blk Money it hs bought love out",False,0,,11/23/2016 9:42,False,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",vipul_im,0,False,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:42,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Duggi_Bana,270,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:41,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",skant707,112,True,False
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,False,0,,11/23/2016 9:40,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BroadWit,637,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:40,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",blissfulls,270,True,False
"RT @bsindia: Where gory warnings fail, cash crunch prevails: Cigarette sales down 40% after #Demonetization https://t.co/xr6OVBYzrD @shamee…",False,0,,11/23/2016 9:40,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",ejunglee,4,True,False
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",False,0,,11/23/2016 9:40,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ShivaKap,19,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:40,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RaisinaNews,270,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:40,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Raisina_Insider,270,True,False
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,False,0,,11/23/2016 9:39,False,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Shail1508,637,True,False
Someone did a press conference for 34 minutes on #demonetization. How much black money lost for this guy??? One Lakh Crore???,False,0,,11/23/2016 9:39,False,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",kmgupta_india,0,False,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:39,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LalithKris,270,True,False
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,False,0,,11/23/2016 9:39,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LalithKris,275,True,False
"The Effects of India's Currency Reform? 'Chaos' Say Analysts https://t.co/9G3fC23Ce0

#DeMonetization @nytimes",False,5,,11/23/2016 9:38,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rajat_bose,1,False,False
RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,False,0,,11/23/2016 9:38,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",colkt,123,True,False
RT @steve_hanke: #Demonetization should only be implemented in times of crisis. #India has implemented in a time otherwise and chaos will e…,False,0,,11/23/2016 9:38,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",tokoho123,17,True,False
RT @roamingraghu: Busting some myths around #demonetization . From https://t.co/bmuxKIoI6g &amp; https://t.co/bGYjLGUZgq (Please RT widely to c…,False,0,,11/23/2016 9:38,False,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",ZaalimAnna,33,True,False
#Demonetizationeffect marks the return of jugaad: https://t.co/6AJZRwrvS3 #demonetization #BlackMoney https://t.co/TADwHlLyJt,False,0,,11/23/2016 9:37,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cioandleader,1,False,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:37,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sreetamapaul3,112,True,False
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,False,0,,11/23/2016 9:36,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anandvisen1,275,True,False
RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,False,0,,11/23/2016 9:36,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nitinsoni1979,123,True,False
RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,False,0,,11/23/2016 9:36,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",samgold21,123,True,False
"RT @Karnikakahen: If you can't manage it, please quit. Don't take nation for granted #Demonetization #Cashban #<U+0928><U+094B><U+091F>_<U+0928><U+0939><U+0940><U+0902>_<U+092A><U+0940><U+090F><U+092E>_<U+092C><U+0926><U+0932><U+094B>... https:…",False,0,,11/23/2016 9:35,False,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",ZaalimAnna,3,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:35,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hghatta,112,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:35,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Prateek___Kumar,270,True,False
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,False,0,,11/23/2016 9:34,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",varundaves,637,True,False
"RT @kanikacart: We are used to of #demonetization in Russia, we've been robbed by our government every several years https://t.co/Y1GTtMTHpy",False,0,,11/23/2016 9:34,False,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",ZaalimAnna,5,True,False
"@airnewsalerts LOL while husband supports #Demonetization Jaya ji is against, so much to them.",False,0,airnewsalerts,11/23/2016 9:34,False,8.01354e+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",vinaykamma,0,False,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:34,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",murugadass_bjp,112,True,False
RT @centerofright: #DeMonetization - ppl who hv hoarded the cash are still to start depositing in bank accts - Guess they expect an extn or…,False,0,,11/23/2016 9:34,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TriLinga_,13,True,False
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,False,0,,11/23/2016 9:33,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",jagansai,32,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:33,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",samanta_om,112,True,False
RT @arifkhan7: Bangalore's @tinucherian visits 23 ATMs to see if media is lying about the note ban? #demonetization https://t.co/0Gmlpksrpx,False,0,,11/23/2016 9:32,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vibhurishi,8,True,False
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",False,0,,11/23/2016 9:32,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JasBJP,112,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:32,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Chiranjib_Sur,270,True,False
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,False,0,,11/23/2016 9:32,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TkkSureshKumar,637,True,False
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,False,0,,11/23/2016 9:32,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rs_arya,275,True,False
"Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among… https://t.co/psysgITmCf",False,73,,11/23/2016 9:31,True,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Joydeep_911,112,False,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:30,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",naveem1975,270,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:30,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",kaushalkumarya,270,True,False
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,False,0,,11/23/2016 9:29,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",imkp27,71,True,False
"Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
 https://t.co/jTPfurmuDA by #FinMinIndia via @c0nvey",False,0,,11/23/2016 9:29,False,,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>",twittmanohar,0,False,False
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,False,0,,11/23/2016 9:28,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anilraina74,637,True,False
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",False,0,,11/23/2016 9:28,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",manjaripathak,270,True,False
